query_id,query_text,doc_id,posicao_ranking,score_bm25,doc_fonte
134,"is it possible to correlate the results on the creep buckling of widely
different structures within the framework of a single theory .",951,1,25.831228666242477,True
134,"is it possible to correlate the results on the creep buckling of widely
different structures within the framework of a single theory .",1012,2,22.798135131661414,False
136,"what are the results for the creep buckling of round tubes under
external pressure .",951,2,18.552332107668505,True
136,"what are the results for the creep buckling of round tubes under
external pressure .",1031,3,17.423391816279768,False
137,"have any analytical studies been conducted on the time-to-failure
mechanism associated with creep collapse for a long circular cylindrical
shell which exhibits both primary and secondary creep as well as elastic
deformations under various distributed force systems .",952,1,75.02110212579694,True
137,"have any analytical studies been conducted on the time-to-failure
mechanism associated with creep collapse for a long circular cylindrical
shell which exhibits both primary and secondary creep as well as elastic
deformations under various distributed force systems .",1023,2,43.04239563910043,False
138,"has the effect of initial stresses,  on the frequencies of vibration of
circular cylindrical shells,  been investigated .",953,1,32.071544334350676,True
138,"has the effect of initial stresses,  on the frequencies of vibration of
circular cylindrical shells,  been investigated .",847,2,29.527664057451087,False
138,"has the effect of initial stresses,  on the frequencies of vibration of
circular cylindrical shells,  been investigated .",764,3,27.042064611996235,False
139,"has the effect of the change of initial pressure due to deformation,  on
the frequencies of vibration of circular cylindrical shells been
investigated .",847,1,30.710620238826237,False
139,"has the effect of the change of initial pressure due to deformation,  on
the frequencies of vibration of circular cylindrical shells been
investigated .",897,2,28.643917683979375,False
139,"has the effect of the change of initial pressure due to deformation,  on
the frequencies of vibration of circular cylindrical shells been
investigated .",846,3,27.680676280685507,False
140,"what are the discontinuity stresses at junctions in pressurized
structures .",954,1,23.594019493758886,True
140,"what are the discontinuity stresses at junctions in pressurized
structures .",890,3,14.842637124489855,False
141,"what analytical solutions are available for stresses in edge-loaded
shells of revolution .",889,1,18.207164620719574,False
141,"what analytical solutions are available for stresses in edge-loaded
shells of revolution .",843,2,17.33649932128541,False
141,"what analytical solutions are available for stresses in edge-loaded
shells of revolution .",852,3,17.19493241696164,False
142,"what dome contours minimize discontinuity stresses when used as closures
on cylindrical pressure vessels .",954,1,28.36222070826247,True
142,"what dome contours minimize discontinuity stresses when used as closures
on cylindrical pressure vessels .",887,2,17.003246745664796,False
142,"what dome contours minimize discontinuity stresses when used as closures
on cylindrical pressure vessels .",1136,3,16.741829020991187,False
143,"what general solutions for the stresses in pressurized shells of
revolution are available .",930,2,16.64470358441026,False
143,"what general solutions for the stresses in pressurized shells of
revolution are available .",826,3,13.391250648997543,False
144,"can studies of pure membrane cylinders having no wall bending stiffness
but maintaining their shape by virtue of internal pressure provide any
insight into the behaviour of pressurized cylinders with finite wall
stiffness .",955,1,34.55509150884719,True
145,"what are the best experimental data and classical small deflection
theory analyses available for pressurized cylinders in bending .",1051,1,27.82352128778934,False
146,"does a membrane theory exist by which the behaviour of pressurized
membrane cylinders in bending can be predicted .",955,1,35.348741085548156,True
147,"what are the equations which define the stability of simply supported
corrugated core sandwich cylinders .",956,1,49.674300711920715,True
148,papers on small deflection theory for buckling of sandwich cylinders .,956,2,24.90749033320559,True
149,"has anyone developed an analysis which accurately establishes the large
deflection behaviour of conical shells .",1070,2,19.264623310331363,False
149,"has anyone developed an analysis which accurately establishes the large
deflection behaviour of conical shells .",926,3,18.951098066710568,False
150,"what is the magnitude of second-order wing-body interference
at high supersonic mach number .",1062,2,31.38862519659113,True
151,"what is the best theoretical method for calculating pressure on the
surface of a wing alone .",433,1,13.099111918805026,False
151,"what is the best theoretical method for calculating pressure on the
surface of a wing alone .",287,2,12.396939065601924,False
151,"what is the best theoretical method for calculating pressure on the
surface of a wing alone .",1246,3,12.025146277302529,False
152,"how can the effect of the boundary-layer on wing pressure be calculated,
and what is its magnitude .",671,1,15.535482818103088,False
152,"how can the effect of the boundary-layer on wing pressure be calculated,
and what is its magnitude .",1225,2,12.297283427758817,False
152,"how can the effect of the boundary-layer on wing pressure be calculated,
and what is its magnitude .",336,3,11.988091822494237,False
153,how should the navier-stokes difference equations be solved .,1063,1,27.369958503726497,True
154,"which  iterative method for solving linear elliptic
difference equations is most rapidly convergent .",1054,2,23.074865448432465,False
155,technical report on measurement of ablation during flight .,1065,1,16.687239712803322,True
155,technical report on measurement of ablation during flight .,553,3,13.24986139128307,False
157,"have flow fields been calculated for blunt-nosed bodies and compared
with experiment for a wide range of free stream conditions and body
shapes .",1006,2,27.617347318365734,True
158,what are the available properties of high-temperature air .,949,3,12.033445666813673,False
159,"what is the magnitude of aerodynamic damping in flexible vibration modes
of a slender body of revolution characteristic of launch vehicles .",1066,1,37.04343281569952,True
159,"what is the magnitude of aerodynamic damping in flexible vibration modes
of a slender body of revolution characteristic of launch vehicles .",1197,2,22.866143636453074,False
160,"compressive circumferential stresses in a torispherical shell reveal
the possibility of buckling under internal pressure . has anyone
investigated for which ranges of shell parameters these stresses are
sufficiently large to cause elastic buckling .",1071,1,59.61571066555464,True
160,"compressive circumferential stresses in a torispherical shell reveal
the possibility of buckling under internal pressure . has anyone
investigated for which ranges of shell parameters these stresses are
sufficiently large to cause elastic buckling .",741,3,43.07149969947349,False
162,"what accurate or exact solutions of the laminar separation point for
various incompressible and compressible boundary layers with zero heat
transfer are available .",55,1,29.778398500572038,False
163,"can the hypersonic similarity results be applied to the technique of
predicting surface pressures of an ogive forebody at angle of attack .",492,1,41.113197282270974,True
163,"can the hypersonic similarity results be applied to the technique of
predicting surface pressures of an ogive forebody at angle of attack .",232,2,25.465042789081693,False
164,what determines the onset of shock-induced boundary-layer separation .,265,2,17.517912191659978,False
164,what determines the onset of shock-induced boundary-layer separation .,1187,3,17.12096959879144,False
165,"are the stable profiles of a compressible boundary layer induced by a
moving wave known .",504,1,24.973162952478063,True
166,"are there experimental results on the stability of a compressible
boundary layer induced by a moving wave .",504,1,27.002142719497748,True
166,"are there experimental results on the stability of a compressible
boundary layer induced by a moving wave .",209,2,17.950450727693124,False
166,"are there experimental results on the stability of a compressible
boundary layer induced by a moving wave .",72,3,15.744279836367848,False
167,"exact solution methods for calculating the ablative mass loss of a
material ablating at high temperatures in a hypersonic flight
environment .",1279,1,27.49109647061781,False
167,"exact solution methods for calculating the ablative mass loss of a
material ablating at high temperatures in a hypersonic flight
environment .",553,2,26.899298381684087,False
168,"what approximate solutions are known to the direct problem of transonic
flow in the throat of a nozzle,  i.e. finding the flow in a given
nozzle .",750,1,37.083766854672135,True
168,"what approximate solutions are known to the direct problem of transonic
flow in the throat of a nozzle,  i.e. finding the flow in a given
nozzle .",118,2,29.328468105512723,False
168,"what approximate solutions are known to the direct problem of transonic
flow in the throat of a nozzle,  i.e. finding the flow in a given
nozzle .",341,3,27.810127872083065,False
169,"what approximate solutions are known to the indirect problem of
transonic flow in the throat of a nozzle,  i.e. finding a nozzle which
has a given axial velocity distribution .",750,1,42.47735734765231,True
169,"what approximate solutions are known to the indirect problem of
transonic flow in the throat of a nozzle,  i.e. finding a nozzle which
has a given axial velocity distribution .",341,3,30.03230232178141,False
170,"why do users of orthodox pitot-static tubes often find that the
calibrations appear to be,. - (a) significantly different from those formerly
specified,  (b) wildly variable at low reynolds numbers .",893,2,33.196379972342136,True
171,"has a comparison been made between interference-free drag measurements
using free-flight models and similar measurements made in a low-blockage
wind tunnel .",516,1,52.45370428904364,True
172,solution of the blasius problem with three-point boundary conditions .,527,2,27.404763916326882,True
173,"references on lyapunov's method on the stability of linear
differential equations with periodic coefficients .",532,2,23.141615621724377,True
174,"obtain all papers and reports that contain shock detachment distance
data .",483,1,19.479515514247666,False
174,"obtain all papers and reports that contain shock detachment distance
data .",501,2,18.638900526680924,False
175,work on flow in channels at low reynolds numbers .,941,1,15.961102573884919,True
175,work on flow in channels at low reynolds numbers .,1221,2,15.625824604364249,False
175,work on flow in channels at low reynolds numbers .,139,3,13.316556630681465,False
176,"some approximate analytical heat conduction solutions using methods
other than biot's principle .",542,1,24.929153539658707,True
176,"some approximate analytical heat conduction solutions using methods
other than biot's principle .",963,2,21.10657474981887,False
176,"some approximate analytical heat conduction solutions using methods
other than biot's principle .",869,3,15.945652236064827,False
177,"what mode of stalling can be expected for each stage of an axial
compressor .",576,3,23.438914251963197,False
178,"has a criterion been established for determining the axial compressor
choking line .",216,2,13.89038793158251,False
179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",633,1,39.67170115240633,True
180,how does scale height vary with altitude in an atmosphere .,548,1,25.798659665656224,True
181,"jet interference with supersonic flows
theoretical papers .",993,1,16.359409726005282,False
181,"jet interference with supersonic flows
theoretical papers .",1074,3,13.805070581383115,False
182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",634,1,71.10261302455018,True
183,"what factors have been shown to have a primary influence on sonic boom
strength .",758,3,16.45248706431172,True
184,work on small-oscillation re-entry motions .,207,1,15.136320675968499,False
184,work on small-oscillation re-entry motions .,515,3,14.359393421439933,False
186,"how can wing-body,  flow field interference effects be approximated
rationally .",230,1,18.011532950667974,False
186,"how can wing-body,  flow field interference effects be approximated
rationally .",1243,2,17.984515587082424,False
187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",763,1,38.05431431469488,True
187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",841,3,26.605460726005244,False
188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",640,3,25.02314313228921,True
189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",767,1,30.545484459867584,True
189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",640,2,18.57480420867747,False
189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",883,3,16.052439202913035,False
190,"will an analysis of panel flutter based on arbitrarily assumed modes of
deformation prove satisfactory,  and if so,  what is the minimum number
of modes that need be considered .",627,2,27.7901452972715,False
190,"will an analysis of panel flutter based on arbitrarily assumed modes of
deformation prove satisfactory,  and if so,  what is the minimum number
of modes that need be considered .",856,3,25.36593173529295,False
191,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances .",766,1,21.867406048175635,False
191,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances .",627,2,20.14313739839699,False
191,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances .",827,3,18.62209882228579,False
192,papers dealing with uniformly loaded sectors .,641,1,22.544353906674644,True
194,"how can the analytical solution of the buckling strength of a uniform
circular cylinder loaded in axial compression be refined so as to lower
the buckling load .",642,1,49.8174302173158,True
194,"how can the analytical solution of the buckling strength of a uniform
circular cylinder loaded in axial compression be refined so as to lower
the buckling load .",932,2,40.260310012568546,False
195,"in the problem of the buckling strength of uniform circular cylinders
loaded in axial compression,  does the linear solution help with
improving the non-linear one .",642,1,44.22252460092035,True
195,"in the problem of the buckling strength of uniform circular cylinders
loaded in axial compression,  does the linear solution help with
improving the non-linear one .",744,2,34.653268178914736,False
195,"in the problem of the buckling strength of uniform circular cylinders
loaded in axial compression,  does the linear solution help with
improving the non-linear one .",1055,3,34.50194674674458,False
196,"the problem of similarity for representative investigation of
aeroelastic effects in a flow with the absence of heating effects .",184,1,17.407997178895126,True
197,how is fatigue damage estimated using the normal long-hand method .,723,3,20.624987486155696,False
198,"is there any information available on the difference in the effects of
various edge conditions on the buckling of cylindrical shells .",886,2,20.432896238401796,False
198,"is there any information available on the difference in the effects of
various edge conditions on the buckling of cylindrical shells .",743,3,20.28981916732871,False
199,"have non-linear large deflection analyses been conducted for shell
shapes other than conical .",930,1,21.830778385706974,False
199,"have non-linear large deflection analyses been conducted for shell
shapes other than conical .",931,2,18.939652307894786,False
199,"have non-linear large deflection analyses been conducted for shell
shapes other than conical .",739,3,18.655533634516182,False
200,"are asymptotic methods sufficiently accurate in the determination of
pre-buckling stresses in torispherical shells,  or must we resort to
numerical methods .",1071,1,32.660913186173694,True
200,"are asymptotic methods sufficiently accurate in the determination of
pre-buckling stresses in torispherical shells,  or must we resort to
numerical methods .",1053,3,24.613055916468095,False
201,"what are the nonequilibrium chemical constituents in the viscous shock
layer ahead of a blunt re-entry vehicle .",410,3,16.643484312977613,False
202,"how accurate are existing analytical theories in estimating pressure
distributions on cones at incidence,  at hypersonic speeds .",1285,1,28.22007242442985,True
203,"are simple empirical methods of any use for estimating pressure
distribution in cones .",1285,1,14.374939024415855,True
203,"are simple empirical methods of any use for estimating pressure
distribution in cones .",1231,3,12.825076026356742,False
204,do viscous effects seriously modify pressure distributions .,147,1,13.726452247070311,False
204,do viscous effects seriously modify pressure distributions .,1080,2,10.96890477288819,False
204,do viscous effects seriously modify pressure distributions .,443,3,10.59459988111563,False
205,"has anyone investigated theoretically whether surface flexibility
can stabilize a laminar boundary layer .",1287,2,20.433942728269997,True
206,"how do subsonic and transonic flutter data measured in the new langley
transonic dynamics tunnel compare with similar data obtained in other
facilities .",1290,1,55.833828426625814,True
206,"how do subsonic and transonic flutter data measured in the new langley
transonic dynamics tunnel compare with similar data obtained in other
facilities .",879,2,28.43073309341988,False
207,"how do large changes in new mass ratio quantitatively affect
wing-flutter boundaries .",1290,1,17.38945939531021,True
207,"how do large changes in new mass ratio quantitatively affect
wing-flutter boundaries .",859,3,15.896832795177136,False
208,"what is the effect of the shape of the drag polar of a lifting
spacecraft on the amount of reduction in maximum deceleration obtainable by
continuously varying the aerodynamic coefficients during re-entry .",1291,1,66.19053508134009,True
209,"what are the physical significance and characteristics of separated
laminar and turbulent boundary layer flows .",798,1,19.045002486442225,False
209,"what are the physical significance and characteristics of separated
laminar and turbulent boundary layer flows .",959,2,18.8950389846468,False
209,"what are the physical significance and characteristics of separated
laminar and turbulent boundary layer flows .",996,3,17.416959185673814,False
210,"has anyone analytically investigated the stabilizing influence of soft
elastic cores on the buckling strength of cylindrical shells subjected
to non-uniform external pressure .",1145,2,49.59696301049898,True
211,"what papers are available on the buckling of empty cylindrical shells
under non-uniform pressure .",739,1,25.41929621124896,False
211,"what papers are available on the buckling of empty cylindrical shells
under non-uniform pressure .",1117,2,22.11304088220377,False
211,"what papers are available on the buckling of empty cylindrical shells
under non-uniform pressure .",852,3,21.36852441046731,False
214,"can non-linear shallow shell analysis be reduced to an engineering
technique by use of the matrix .",1294,1,38.81296367332509,True
214,"can non-linear shallow shell analysis be reduced to an engineering
technique by use of the matrix .",828,3,21.849763636084933,False
215,"is it possible to predict the shape of a shroud which will allow
simulation of the nose region flow field for a sphere in hypersonic flow .",535,1,35.15198458782171,True
215,"is it possible to predict the shape of a shroud which will allow
simulation of the nose region flow field for a sphere in hypersonic flow .",1205,2,23.688335978882222,False
215,"is it possible to predict the shape of a shroud which will allow
simulation of the nose region flow field for a sphere in hypersonic flow .",1253,3,23.39367234429947,False
216,"what investigations have been made of the wave system created by a
static pressure distribution over a liquid surface .",958,1,15.513689269222425,False
216,"what investigations have been made of the wave system created by a
static pressure distribution over a liquid surface .",693,2,15.023793300774523,False
216,"what investigations have been made of the wave system created by a
static pressure distribution over a liquid surface .",692,3,14.995776805777222,False
217,"has anyone investigated the effect of shock generated vorticity on heat
transfer to a blunt body .",1002,3,18.455957014372146,False
218,what is the heat transfer to a blunt body in the absence of vorticity .,670,2,14.668588581345594,False
218,what is the heat transfer to a blunt body in the absence of vorticity .,283,3,14.499754694149377,False
219,"what are the general effects on flow fields when the reynolds number is
small .",1221,1,14.303109418283627,False
219,"what are the general effects on flow fields when the reynolds number is
small .",208,2,13.177753812077478,False
219,"what are the general effects on flow fields when the reynolds number is
small .",1222,3,12.247216685670661,False
220,"find a calculation procedure applicable to all incompressible laminar
boundary layer flow problems having good accuracy and reasonable
computation time .",325,3,19.297856798295218,False
221,"papers applicable to this problem (calculation procedures for laminar
incompressible flow with arbitrary pressure gradient) .",435,3,17.411253144888235,False
223,papers on shear buckling of unstiffened rectangular plates under shear .,1399,2,26.831743855563055,False
224,"in practice, how close to reality are the assumptions that the flow
in a hypersonic shock tube using nitrogen is non-viscous and in
thermodynamic equilibrium .",1312,1,32.23252203870688,False
224,"in practice, how close to reality are the assumptions that the flow
in a hypersonic shock tube using nitrogen is non-viscous and in
thermodynamic equilibrium .",317,2,26.23834387802704,False
224,"in practice, how close to reality are the assumptions that the flow
in a hypersonic shock tube using nitrogen is non-viscous and in
thermodynamic equilibrium .",1286,3,25.686532152561625,True
225,"what design factors can be used to control lift-drag ratios at mach
numbers above 5 .",1188,1,28.604863833547146,True
225,"what design factors can be used to control lift-drag ratios at mach
numbers above 5 .",674,3,19.629034519256678,False
